收费门架信息,,,,
序号,收费门架编号,门架名称,纬度,经度
1681,G201137001001520010,城阳南虚-城阳南收费门架,36.290134,120.434409
1682,G201137001001610010,城阳北-城阳北虚收费门架,36.324918,120.424558
1683,G201137001001620010,城阳北虚-城阳北收费门架,36.324773,120.423702
1684,G201137001001710010,夏庄虚-青岛西虚收费门架,36.243514,120.413030
1685,G201137001001720020,青岛西虚-夏庄虚收费门架,36.243010,120.412616
1686,G201137002000210010,即墨西-普东南枢纽门架,36.38145077,120.37916109
1687,G201137002000310020,普东南枢纽-普东门架,36.45718979,120.31670583
1688,G201137002000410030,普东-移风门架,36.46659737232176,120.30169435238729
1689,G201137002000510040,移风-南村临枢纽门架,36.55449528,120.19471428
1690,G201137002000620050,南村临枢纽-移风门架,36.55582777,120.19285985
1691,G201137002000720060,移风-普东门架,36.46684053,120.30093142
1692,G201137002000820070,普东-普东南枢纽门架,36.45753098,120.31593368
1693,G201137002000920080,普东南枢纽-即墨西门架,36.38142677,120.37817793
1694,G201137002001110010,即墨西-即墨西虚收费门架,36.375803,120.381773
1695,G201137002001120010,即墨西虚-即墨西收费门架,36.376607,120.381746
1696,G201137002001210010,普东-普东虚收费门架,36.465327,120.309678
1697,G201137002001220010,普东虚-普东收费门架,36.464732,120.309858
1698,G201137002001310010,移风-移风虚收费门架,36.545055,120.203972
1699,G201137002001320010,移风虚-移风收费门架,36.545467,120.203469
1700,G201137003000210010,南村临枢纽-郭庄门架,36.60397435,120.1118381
1701,G201137003000310020,郭庄虚-平度虚收费门架,36.613467,120.098562
1702,G201137003000410030,平度虚-门村枢纽收费门架,36.707045,119.954307
1703,G201137003000510040,门村枢纽-张舍门架,36.86299799,119.74855931
1704,G201137003000610050,张舍-郭家埠枢纽门架,36.8750237,119.73583115
1705,G201137003000720060,郭家埠枢纽-张舍门架,36.87632519,119.73434123
1706,G201137003000820070,张舍-门村枢纽门架,36.86466164,119.74606088
1707,G201137003000920080,门村枢纽-平度虚收费门架,36.707251,119.953604
1708,G201137003001020090,平度虚-郭庄虚收费门架,36.614353,120.096557
1709,G201137003001120100,郭庄-南村临枢纽门架,36.60496476,120.11057028
1710,G201137003001310010,郭庄-郭庄虚收费门架,36.608068,120.101279
1711,G201137003001320010,郭庄虚-郭庄收费门架,36.608383,120.102116
1712,G201137003001410010,平度-平度虚收费门架,36.708140,119.958246
1713,G201137003001420010,平度虚-平度收费门架,36.707555,119.958862
1714,G201137003001510010,张舍-张舍虚收费门架,36.872240,119.734399
1715,G201137003001520010,张舍虚-张舍收费门架,36.871780,119.735095
1716,G201137004000110010,武备-云山门架,36.843227,120.273337
1717,G201137004000210020,云山-平度东门架,36.837325,120.232104
1718,G201137004000310030,平度东虚-平度西虚收费门架,36.803024,120.041406
1719,G201137004000410040,平度西虚-门村枢纽收费门架,36.803682,119.870286
1720,G201137004000510050,门村枢纽-田庄门架,36.78047416624547,119.78557332928322
1721,G201137004000610060,田庄-明村门架,36.77382597,119.72774587
1722,G201137004000710070,明村-明村枢纽门架,36.76352323,119.6134643
1723,G201137004001020080,明村枢纽-明村门架,36.76338547,119.61293586
1724,G201137004001120090,明村-田庄门架,36.77375427,119.72625308
1725,G201137004001220100,田庄-门村枢纽门架,36.780130115953085,119.78411177130216
1726,G201137004001320110,门村枢纽-平度西虚收费门架,36.803476,119.869056
1727,G201137004001420120,平度西虚-平度东虚收费门架,36.802940,120.040095
1728,G201137004001520130,平度东-云山门架,36.837158,120.231397
1729,G201137004001620140,云山-武备门架,36.842921,120.272647
1730,G201137004001710010,明村-明村虚收费门架,36.764070,119.620584
1731,G201137004001720010,明村虚-明村收费门架,36.764070,119.620584
1732,G201137004001810010,田庄-田庄虚收费门架,36.777284,119.763436
1733,G201137004001820010,田庄虚-田庄收费门架,36.777284,119.763436
1734,G201137004001910010,平度西-平度西虚收费门架,36.802872,120.050396
1735,G201137004001920010,平度西虚-平度西收费门架,36.802872,120.050396
1736,G201137004002010010,平度东-平度东虚收费门架,36.836737,120.227721
1737,G201137004002020010,平度东虚-平度东收费门架,36.836737,120.227721
1738,G201137004002110010,云山-云山虚收费门架,36.837105,120.230835
1739,G201137004002120010,云山虚-云山收费门架,36.837105,120.230835
1740,G251637001000110010,济东东港立交-盐窝门架,37.647455,118.510814
1741,G251637001000210020,盐窝-利津北门架,37.62450982959405,118.33992257976422
1742,G251637001000310030,利津北-滨州东门架,37.58102386,118.23444565
1743,G251637001000420040,滨州东-利津北门架,37.58069119,118.23317684
1744,G251637001000520050,利津北-盐窝门架,37.624172086084045,118.33913513421783
1745,G251637001000620060,盐窝-济东东港立交门架,37.647583,118.511513
1746,G251637001000710010,利津北-利津北虚收费门架,37.580107,118.227976
1747,G251637001000720010,利津北虚-利津北收费门架,37.580107,118.227976
1748,G251637001000810010,盐窝-盐窝虚收费门架,37.925974,118.784178
1749,G251637001000820010,盐窝虚-盐窝收费门架,37.925974,118.784178
1750,G251637002000210020,滨州东-滨城北门架,37.50911938,118.06126943
1751,G251637002000310030,滨城北-长深济东立交门架,37.49384991,117.97137586
1752,G251637002000410040,长深济东立交-滨州西门架,37.42070708,117.74236373
1753,G251637002000510050,滨州西-惠民门架,37.37532046,117.60349409
1754,G251637002000610060,惠民-惠民西门架,37.23771724,117.46078804
1755,G251637002000710070,惠民西-济阳东门架,37.22007482,117.41672083
1756,G251637002000820080,济阳东-惠民西门架,37.21971835,117.41623965
1757,G251637002000920090,惠民西-惠民门架,37.23714646450347,117.46020463146161
1758,G251637002001020100,惠民-滨州西门架,37.375042,117.602625
1759,G251637002001120110,滨州西-长深济东立交门架,37.4203716,117.74121259
1760,G251637002001220120,长深济东立交-滨城北门架,37.49343948,117.97067351
1761,G251637002001320130,滨城北-滨州东门架,37.50883636,118.0605983
1762,G251637002001510010,惠民西-惠民西虚收费门架,37.219323,117.410456
1763,G251637002001520010,惠民西虚-惠民西收费门架,37.219323,117.410456
1764,G251637002001610010,惠民-惠民虚收费门架,37.374399,117.596697
1765,G251637002001620010,惠民虚-惠民收费门架,37.374399,117.596697
1766,G251637002001710010,滨州西-滨州西虚收费门架,37.374615,117.596826
1767,G251637002001720010,滨州西虚-滨州西收费门架,37.374615,117.596826
1768,G251637002001810010,滨城北-滨城北虚收费门架,37.492943,117.965243
1769,G251637002001820010,滨城北虚-滨城北收费门架,37.492943,117.965243
1770,G251637002001910010,滨州东-滨州东虚收费门架,37.579978,118.227356
1771,G251637002001920010,滨州东虚-滨州东收费门架,37.579978,118.227356
1772,G251637003000210020,济阳东-济北开发区门架,37.10448922,117.25166893
1773,G251637003000310030,济北开发区-济乐济东立交门架,37.02746643,117.13859108
1774,G251637003000420040,济乐济东立交-济北开发区门架,37.026956,117.138368
1775,G251637003000520050,济北开发区-济阳东门架,37.10368965,117.25099296
1776,G251637003000710010,济北开发区-济北开发区虚收费门架,37.027317,117.132766
1777,G251637003000720010,济北开发区虚-济北开发区收费门架,37.027317,117.132766
1778,G251637003000810010,济阳东-济阳东虚收费门架,37.104378,117.246060
1779,G251637003000820010,济阳东虚-济阳东收费门架,37.104378,117.246060
1780,G251637004000110010,高邢青银枢纽-高唐西门架,36.904304,116.165508
1781,G251637004000210020,高唐西-金郝庄门架,36.879379,115.998879
1782,G251637004000310030,金郝庄-德商高邢立交门架,36.877993,115.971674
1783,G251637004000410040,德商高邢立交-临清门架,36.8809437,115.80447173
1784,G251637004000510050,临清-高邢鲁冀门架,36.880515093404696,115.77050954475322
1785,G251637004000510110,临清-高邢鲁冀门架,36.88112434174019,115.76451552787589
1786,G251637004000620060,高邢鲁冀-临清门架,36.88109344730607,115.76382888236803
1787,G251637004000620120,高邢鲁冀-临清门架,36.881654803687354,115.75863362266647
1788,G251637004000720070,临清-德商高邢立交门架,36.88076037,115.8037941
1789,G251637004000820080,德商高邢立交-金郝庄门架,36.877766,115.970655
1790,G251637004000920090,金郝庄-高唐西门架,36.879333,115.998119
1791,G251637004001020100,高唐西-高邢青银枢纽门架,36.903779,116.165219
1792,G251637004001110010,高唐西-高唐西虚收费门架,36.879065,115.992972
1793,G251637004001120010,高唐西虚-高唐西收费门架,36.879065,115.992972
1794,G251637004001210010,金郝庄-金郝庄虚收费门架,36.877749,115.965871
1795,G251637004001220010,金郝庄虚-金郝庄收费门架,36.877749,115.965871
1796,G251637004001310010,临清-临清虚收费门架,36.880203,115.764125
1797,G251637004001320010,临清虚-临清收费门架,36.880203,115.764125
1798,G351137002000110060,菏东枢纽立交-东明北门架,35.327210652530496,115.12653717498875
1799,G351137002000210040,东明北-菏宝鲁豫门架,35.33168167784109,115.09462783450857
1800,G351137002000210050,东明北-菏宝鲁豫门架,35.332053669870774,115.10117698478419
1801,G351137002000920020,菏宝鲁豫-东明北门架,35.33141821870612,115.09254241781811
1802,G351137002000920030,菏宝鲁豫-东明北门架,35.33097353568694,115.08719137515925
1803,G351137002001020010,东明北-菏东枢纽立交门架,35.328815110930904,115.12267330732439
1804,G351137002001110010,东明北-东明北虚收费门架,35.329317,115.107738
1805,G351137002001120010,东明北虚-东明北收费门架,35.329317,115.107738
1806,S000137001000110010,池庄枢纽-齐河南门架,36.761400,116.797178
1807,S000137001000210020,齐河南-晏城门架,36.732633,116.744543
1808,S000137001000310030,晏城-齐河西门架,36.709199,116.671226
1809,S000137001000620060,齐河西-晏城门架,36.70895463,116.67042568
1810,S000137001000720070,晏城-齐河南门架,36.732053,116.743343
1811,S000137001000820080,齐河南-池庄枢纽门架,36.760738,116.796309
1812,S000137001000910010,晏城-晏城虚收费门架,36.731854,116.738066
1813,S000137001000920010,晏城虚-晏城收费门架,36.731854,116.738066
1814,S000137001001010010,齐河西-齐河西虚收费门架,36.695942,116.624760
1815,S000137001001020010,齐河西虚-齐河西收费门架,36.695942,116.624760
1816,S000137001001110010,齐河南-齐河南虚收费门架,36.760548,116.790923
1817,S000137001001120010,齐河南虚-齐河南收费门架,36.760548,116.790923
1818,S000137001001210010,齐河西虚-潘店虚收费门架,36.695932,116.624794
1819,S000137001001220020,潘店虚-齐河西虚收费门架,36.695642,116.624323
1820,S000137001001310010,潘店虚-高东济聊枢纽收费门架,36.643749,116.459033
1821,S000137001001320020,高东济聊枢纽-潘店虚收费门架,36.643442,116.458515
1822,S000137001001410010,潘店-潘店虚收费门架,0.000000,0.000000
1823,S000137001001420020,潘店虚-潘店收费门架,0.000000,0.000000
1824,S000137002000210020,茌平-茌平西门架,36.547359,116.250211
1825,S000137002000310030,茌平西-聊城开发门架,36.53024361,116.20336272
1826,S000137002000410040,聊城开发-聊城东门架,36.49616015,116.0675693
1827,S000137002000510050,聊城东-聊城门架,36.49270496,116.01350144
1828,S000137002000610060,聊城-聊城西门架,36.476760,115.927394
1829,S000137002000710070,聊城西-德商济馆立交门架,36.463898,115.880505
1830,S000137002000810080,德商济馆立交-冠县东门架,36.486191,115.677752
1831,S000137002000910090,冠县东-冠县门架,36.487683,115.640141
1832,S000137002001010100,冠县-冠县西门架,36.523369,115.462967
1833,S000137002001010210,冠县-冠县西门架,36.523253,115.457401
1834,S000137002001120110,冠县西-冠县门架,36.523277,115.450645
1835,S000137002001120220,冠县西-冠县门架,36.523146,115.456268
1836,S000137002001220120,冠县-冠县东门架,36.487578,115.639195
1837,S000137002001320130,冠县东-德商济馆立交门架,36.486254,115.676617
1838,S000137002001420140,德商济馆立交-聊城西门架,36.463595,115.879413
1839,S000137002001520150,聊城西-聊城门架,36.476544,115.926219
1840,S000137002001620160,聊城-聊城东门架,36.4925143,116.01257585
1841,S000137002001720170,聊城东-聊城开发门架,36.49601009,116.06652959
1842,S000137002001820180,聊城开发-茌平西门架,36.529879,116.202925
1843,S000137002001920190,茌平西-茌平门架,36.547084,116.249589
1844,S000137002002110010,茌平-茌平虚收费门架,36.547253,116.244679
1845,S000137002002120010,茌平虚-茌平收费门架,36.547253,116.244679
1846,S000137002002210010,聊城东-聊城东虚收费门架,36.492568,116.007445
1847,S000137002002220010,聊城东虚-聊城东收费门架,36.492568,116.007445
1848,S000137002002310010,聊城-聊城虚收费门架,36.492296,116.007051
1849,S000137002002320010,聊城虚-聊城收费门架,36.492296,116.007051
1850,S000137002002410010,冠县东-冠县东虚收费门架,36.486321,115.671229
1851,S000137002002420010,冠县东虚-冠县东收费门架,36.486321,115.671229
1852,S000137002002510010,冠县-冠县虚收费门架,36.523152,115.456575
1853,S000137002002520010,冠县虚-冠县收费门架,36.523152,115.456575
1854,S000137002002610010,聊城开发-聊城开发虚收费门架,36.529704,116.197282
1855,S000137002002620010,聊城开发虚-聊城开发收费门架,36.529704,116.197282
1856,S000137002002710010,茌平西-茌平西虚收费门架,36.547131,116.244748
1857,S000137002002720010,茌平西虚-茌平西收费门架,36.547131,116.244748
1858,S000137002002810010,聊城西-聊城西虚收费门架,36.463714,115.874511
1859,S000137002002820010,聊城西虚-聊城西收费门架,36.463714,115.874511
1860,S000137002003010010,高东济聊枢纽-茌平虚收费门架,0.000000,0.000000
1861,S000137002003020020,茌平虚-高东济聊枢纽收费门架,0.000000,0.000000
1862,S000737001000110010,锦绣川-锦绣川虚收费门架,0.000000,0.000000
1863,S000737001000120010,锦绣川虚-锦绣川收费门架,0.000000,0.000000
